JobTitle,Classification,Date
                    Professional Officer Class 1 Civilian Engineer Develop,Developer,15-07-10
                    Training Developer,Developer,15-07-10
                    Reprographic Technician  Plotter/Scanner Operator,Engineering,15-07-10
                    Geospatial Operations Technician,Engineering,15-07-10
                    Geospatial Operations Technician (expected employment opportunity),Engineering,15-07-10
                   Engineering Management System Manager,Developer,15-07-10
                    Principal Certifier - Australasian Information Security Evaluation Program,Security,15-07-10
                    Information Technology Innovator,Telecommunications,15-07-10
                   Principal Investigator,Security,15-07-10
                    BoM Broadband 2 (Professional Officer Class 2),Database Development,15-07-10
                    BoM Broadband 2 (Professional Officer Class 2) (expected employment opportunity),Database Development,15-07-10
                   Weekend Cook,Developer,15-07-10
                   Weekend Cook,Developer,15-07-10
                    Weekend Night Attendant,Developer,15-07-10
                    Handyperson/Gardener/Weekend Night Attendant,Developer,15-07-10
                    Night Attendant,Developer,15-07-10
                     Top End Hub Small Sites Manager,Developer,15-07-10
                   Assistant Director - Network Property Management,Developer,15-07-10
                    Enterprise Architect,Architects,15-07-10
                    Senior Enterprise Architect,Architects,15-07-10
                   Applications Manager,Developer,15-07-10
                    Software Tester,Developer,15-07-10
                     Automated Test Engineer,Developer,15-07-10
                    Security Pass Office Clerk,Security,15-07-10
"                    Assistant Director, National Calendar Programs and Graduate Programs and Pathways",Developer,15-07-10
                    Network Engineer/System Administrator,Developer,08-07-10
                    Infra Administrator,Engineering,08-07-10
                   Engineering Manager,Developer,08-07-10
                    Maintenance Services Supervisor (expected employment opportunity),Testing and Quality,08-07-10
                   Marine Technician,Engineering,08-07-10
                   Multi Role Helicopter Counter Measures Technician  NAVY/ARMY,Engineering,08-07-10
                    Contract Repair Officer (expected employment opportunity),Engineering,08-07-10
                   Kitchen Attendant,Developer,08-07-10
                   Kitchen Attendant,Developer,08-07-10
                    Mechanical Engineer,Developer,08-07-10
                   Assistant Projects Administrator,Engineering,08-07-10
                   SRA Data Officer,Database Development,08-07-10
                   SRA Data Officer,Database Development,08-07-10
                    Remote Sensing Applications Scientist and Coordinator (expected employment,Developer,08-07-10
                    GIS Web Applications Software Developer,Developer,08-07-10
                   Solution Architect,Architects,08-07-10
                    Divisional Industry Network Leader Mining and Resources,Developer,08-07-10
                   Electronics/Software Specialist,Developer,08-07-10
                   Front of House and Galleries Co-ordinator,Developer,08-07-10
                    UNIX System Administrator - EL1,Engineering,08-07-10
                    IT Siebel Developer,Developer,08-07-10
"                    IT Application Developer, Team Lead",Developer,08-07-10
                    IT Production Programmer,Developer,08-07-10
